Word                 | X0         | Top        | Font
---------------------------------------------------------------------------
Figure               | 91.28      | 259.36     | XELMPT+Cambria-Bold
35                   | 127.22     | 259.36     | XELMPT+Cambria-Bold
—                    | 142.42     | 259.36     | XELMPT+Cambria-Bold
Tangent              | 155.85     | 259.36     | XELMPT+Cambria-Bold
toleranced           | 200.05     | 259.36     | XELMPT+Cambria-Bold
feature              | 257.51     | 259.36     | XELMPT+Cambria-Bold
associated           | 297.41     | 259.36     | XELMPT+Cambria-Bold
to                   | 353.80     | 259.36     | XELMPT+Cambria-Bold
the                  | 366.62     | 259.36     | XELMPT+Cambria-Bold
convex               | 385.76     | 259.36     | XELMPT+Cambria-Bold
hull                 | 423.53     | 259.36     | XELMPT+Cambria-Bold
filtered             | 446.09     | 259.36     | XELMPT+Cambria-Bold
feature              | 487.11     | 259.36     | XELMPT+Cambria-Bold
—                    | 527.01     | 259.36     | XELMPT+Cambria-Bold
Drawing              | 265.44     | 271.46     | XELMPT+Cambria-Bold
indication           | 311.81     | 271.46     | XELMPT+Cambria-Bold
Key                  | 70.87      | 474.01     | HBOUZZ+Cambria-Bold
a                    | 70.87      | 510.55     | XELMPT+Cambria
datum                | 90.76      | 510.55     | XELMPT+Cambria
D                    | 120.61     | 510.55     | XELMPT+Cambria
b                    | 70.87      | 525.41     | XELMPT+Cambria
real                 | 90.76      | 525.41     | XELMPT+Cambria
feature              | 109.42     | 525.41     | XELMPT+Cambria
c                    | 70.87      | 540.28     | XELMPT+Cambria
convex               | 90.76      | 540.28     | MDDDRP+Cambria
hull                 | 122.50     | 540.28     | MDDDRP+Cambria
filtered             | 141.16     | 540.28     | MDDDRP+Cambria
feature              | 174.49     | 540.28     | MDDDRP+Cambria
d                    | 70.87      | 555.14     | XELMPT+Cambria
tangent              | 90.76      | 555.14     | MDDDRP+Cambria
feature              | 125.58     | 555.14     | MDDDRP+Cambria
to                   | 158.23     | 555.14     | MDDDRP+Cambria
the                  | 169.04     | 555.14     | MDDDRP+Cambria
convex               | 185.02     | 555.14     | MDDDRP+Cambria
hull                 | 216.76     | 555.14     | MDDDRP+Cambria
filtered             | 235.42     | 555.14     | MDDDRP+Cambria
feature              | 268.75     | 555.14     | MDDDRP+Cambria
(toleranced          | 301.39     | 555.14     | MDDDRP+Cambria
feature)             | 352.87     | 555.14     | MDDDRP+Cambria
NOTE                 | 70.87      | 576.20     | XELMPT+Cambria
The                  | 119.06     | 576.20     | XELMPT+Cambria
toleranced           | 137.86     | 576.20     | XELMPT+Cambria
feature              | 186.51     | 576.20     | XELMPT+Cambria
is                   | 220.43     | 576.20     | XELMPT+Cambria
a                    | 229.88     | 576.20     | XELMPT+Cambria
surface,             | 236.96     | 576.20     | XELMPT+Cambria
but                  | 273.46     | 576.20     | XELMPT+Cambria
for                  | 290.04     | 576.20     | XELMPT+Cambria
ease                 | 304.76     | 576.20     | XELMPT+Cambria
of                   | 326.35     | 576.20     | XELMPT+Cambria
illustration         | 336.86     | 576.20     | XELMPT+Cambria
it                   | 388.22     | 576.20     | XELMPT+Cambria
is                   | 396.63     | 576.20     | XELMPT+Cambria
shown                | 406.08     | 576.20     | XELMPT+Cambria
as                   | 437.00     | 576.20     | XELMPT+Cambria
a                    | 448.62     | 576.20     | XELMPT+Cambria
line.                | 455.70     | 576.20     | XELMPT+Cambria
Figure               | 91.23      | 583.68     | XELMPT+Cambria-Bold
36                   | 127.17     | 583.68     | XELMPT+Cambria-Bold
—                    | 142.48     | 583.68     | XELMPT+Cambria-Bold
Tangent              | 155.90     | 583.68     | XELMPT+Cambria-Bold
toleranced           | 200.11     | 583.68     | XELMPT+Cambria-Bold
feature              | 257.56     | 583.68     | XELMPT+Cambria-Bold
associated           | 297.46     | 583.68     | XELMPT+Cambria-Bold
to                   | 353.86     | 583.68     | XELMPT+Cambria-Bold
the                  | 366.68     | 583.68     | XELMPT+Cambria-Bold
convex               | 385.82     | 583.68     | XELMPT+Cambria-Bold
hull                 | 423.59     | 583.68     | XELMPT+Cambria-Bold
filtered             | 446.15     | 583.68     | XELMPT+Cambria-Bold
feature              | 487.17     | 583.68     | XELMPT+Cambria-Bold
—                    | 527.07     | 583.68     | XELMPT+Cambria-Bold
Interpretation       | 277.56     | 595.78     | XELMPT+Cambria-Bold
8.2.2.2.3            | 70.87      | 631.97     | XELMPT+Cambria-Bold
Derived              | 126.14     | 631.97     | XELMPT+Cambria-Bold
toleranced           | 168.33     | 631.97     | XELMPT+Cambria-Bold
feature              | 225.02     | 631.97     | XELMPT+Cambria-Bold
specification        | 264.09     | 631.97     | XELMPT+Cambria-Bold
element              | 331.05     | 631.97     | XELMPT+Cambria-Bold
By                   | 70.87      | 677.80     | MDDDRP+Cambria
default,             | 85.12      | 677.80     | MDDDRP+Cambria
the                  | 122.50     | 677.80     | MDDDRP+Cambria
specification        | 139.68     | 677.80     | MDDDRP+Cambria
applies              | 202.11     | 677.80     | MDDDRP+Cambria
to                   | 237.45     | 677.80     | MDDDRP+Cambria
the                  | 248.97     | 677.80     | MDDDRP+Cambria
indicated            | 266.15     | 677.80     | MDDDRP+Cambria
feature              | 312.20     | 677.80     | MDDDRP+Cambria
itself,              | 348.49     | 677.80     | MDDDRP+Cambria
except               | 376.11     | 677.80     | MDDDRP+Cambria
as                   | 408.59     | 677.80     | MDDDRP+Cambria
given                | 420.69     | 677.80     | MDDDRP+Cambria
in                   | 448.18     | 677.80     | MDDDRP+Cambria
Clause               | 459.26     | 677.80     | XELMPT+Cambria
6.                   | 492.15     | 677.80     | XELMPT+Cambria
The                  | 502.35     | 677.80     | XELMPT+Cambria
derived              | 522.27     | 677.80     | XELMPT+Cambria
toleranced           | 70.87      | 689.90     | MDDDRP+Cambria
feature              | 124.18     | 689.90     | MDDDRP+Cambria
specification        | 161.52     | 689.90     | MDDDRP+Cambria
element              | 225.00     | 689.90     | MDDDRP+Cambria
is                   | 265.43     | 689.90     | MDDDRP+Cambria
an                   | 276.20     | 689.90     | MDDDRP+Cambria
optional             | 290.75     | 689.90     | MDDDRP+Cambria
specification        | 332.98     | 689.90     | MDDDRP+Cambria
element.             | 396.47     | 689.90     | MDDDRP+Cambria
It                   | 439.52     | 689.90     | MDDDRP+Cambria
is                   | 449.56     | 689.90     | MDDDRP+Cambria
used                 | 460.33     | 689.90     | MDDDRP+Cambria
to                   | 485.71     | 689.90     | MDDDRP+Cambria
indicate             | 498.28     | 689.90     | MDDDRP+Cambria
that                 | 539.20     | 689.90     | MDDDRP+Cambria
the                  | 70.87      | 702.00     | MDDDRP+Cambria
specification        | 88.59      | 702.00     | MDDDRP+Cambria
does                 | 151.56     | 702.00     | MDDDRP+Cambria
not                  | 175.93     | 702.00     | MDDDRP+Cambria
apply                | 193.84     | 702.00     | MDDDRP+Cambria
to                   | 222.07     | 702.00     | MDDDRP+Cambria
the                  | 234.13     | 702.00     | MDDDRP+Cambria
integral             | 251.85     | 702.00     | MDDDRP+Cambria
feature              | 291.71     | 702.00     | MDDDRP+Cambria
itself,              | 328.54     | 702.00     | MDDDRP+Cambria
but                  | 356.70     | 702.00     | MDDDRP+Cambria
to                   | 374.73     | 702.00     | MDDDRP+Cambria
a                    | 386.79     | 702.00     | MDDDRP+Cambria
feature              | 394.52     | 702.00     | MDDDRP+Cambria
derived              | 431.35     | 702.00     | MDDDRP+Cambria
from                 | 469.85     | 702.00     | MDDDRP+Cambria
it.                  | 495.42     | 702.00     | MDDDRP+Cambria
The                  | 70.87      | 723.31     | MDDDRP+Cambria
following            | 91.45      | 723.31     | MDDDRP+Cambria
derived              | 138.46     | 723.31     | MDDDRP+Cambria
toleranced           | 177.18     | 723.31     | MDDDRP+Cambria
feature              | 230.25     | 723.31     | MDDDRP+Cambria
specification        | 267.29     | 723.31     | MDDDRP+Cambria
elements             | 330.60     | 723.31     | MDDDRP+Cambria
are                  | 375.86     | 723.31     | MDDDRP+Cambria
available.           | 393.90     | 723.31     | MDDDRP+Cambria
—                    | 70.87      | 745.63     | XELMPT+Cambria
is                   | 106.04     | 745.63     | MDDDRP+Cambria
used                 | 116.01     | 745.63     | MDDDRP+Cambria
to                   | 140.64     | 745.63     | MDDDRP+Cambria
indicate             | 152.41     | 745.63     | MDDDRP+Cambria
that                 | 192.67     | 745.63     | MDDDRP+Cambria
the                  | 214.04     | 745.63     | MDDDRP+Cambria
toleranced           | 231.49     | 745.63     | MDDDRP+Cambria
feature              | 284.19     | 745.63     | MDDDRP+Cambria
is                   | 320.84     | 745.63     | MDDDRP+Cambria
the                  | 330.82     | 745.63     | MDDDRP+Cambria
derived              | 348.27     | 745.63     | MDDDRP+Cambria
feature.             | 386.61     | 745.63     | MDDDRP+Cambria
Therefore,           | 425.62     | 745.63     | MDDDRP+Cambria
this                 | 477.27     | 745.63     | MDDDRP+Cambria
specification        | 497.53     | 745.63     | MDDDRP+Cambria
element              | 90.99      | 757.73     | MDDDRP+Cambria
can                  | 132.18     | 757.73     | MDDDRP+Cambria
only                 | 152.45     | 757.73     | MDDDRP+Cambria
be                   | 176.59     | 757.73     | MDDDRP+Cambria
used                 | 191.50     | 757.73     | MDDDRP+Cambria
for                  | 217.56     | 757.73     | MDDDRP+Cambria
features             | 234.69     | 757.73     | MDDDRP+Cambria
of                   | 277.59     | 757.73     | MDDDRP+Cambria
size.                | 290.15     | 757.73     | MDDDRP+Cambria
Because              | 314.48     | 757.73     | MDDDRP+Cambria
the                  | 356.90     | 757.73     | MDDDRP+Cambria
indication           | 375.78     | 757.73     | MDDDRP+Cambria
would                | 427.14     | 757.73     | MDDDRP+Cambria
be                   | 460.06     | 757.73     | MDDDRP+Cambria
ambiguous,           | 474.97     | 757.73     | MDDDRP+Cambria
if                   | 533.00     | 757.73     | MDDDRP+Cambria
the                  | 543.02     | 757.73     | MDDDRP+Cambria
feature              | 90.99      | 769.83     | MDDDRP+Cambria
of                   | 129.01     | 769.83     | MDDDRP+Cambria
size                 | 141.50     | 769.83     | MDDDRP+Cambria
is                   | 163.41     | 769.83     | MDDDRP+Cambria
made                 | 174.74     | 769.83     | MDDDRP+Cambria
up                   | 204.13     | 769.83     | MDDDRP+Cambria
of                   | 219.63     | 769.83     | MDDDRP+Cambria
two                  | 232.13     | 769.83     | MDDDRP+Cambria
features,            | 254.00     | 769.83     | MDDDRP+Cambria
e.g.                 | 299.19     | 769.83     | MDDDRP+Cambria
two                  | 318.35     | 769.83     | MDDDRP+Cambria
parallel             | 340.23     | 769.83     | MDDDRP+Cambria
planes,              | 380.10     | 769.83     | MDDDRP+Cambria
this                 | 416.78     | 769.83     | MDDDRP+Cambria
specification        | 438.40     | 769.83     | MDDDRP+Cambria
can                  | 502.71     | 769.83     | MDDDRP+Cambria
only                 | 522.92     | 769.83     | MDDDRP+Cambria
be                   | 546.99     | 769.83     | MDDDRP+Cambria
used                 | 90.99      | 781.93     | MDDDRP+Cambria
for                  | 116.57     | 781.93     | MDDDRP+Cambria
revolutes.           | 133.24     | 781.93     | MDDDRP+Cambria
The                  | 183.01     | 781.93     | MDDDRP+Cambria
derived              | 204.17     | 781.93     | MDDDRP+Cambria
feature              | 243.46     | 781.93     | MDDDRP+Cambria
is                   | 281.07     | 781.93     | MDDDRP+Cambria
the                  | 292.00     | 781.93     | MDDDRP+Cambria
median               | 310.41     | 781.93     | MDDDRP+Cambria
line,                | 349.05     | 781.93     | MDDDRP+Cambria
if                   | 372.06     | 781.93     | MDDDRP+Cambria
the                  | 381.61     | 781.93     | MDDDRP+Cambria
indicated            | 400.02     | 781.93     | MDDDRP+Cambria
feature              | 447.45     | 781.93     | MDDDRP+Cambria
is                   | 485.06     | 781.93     | MDDDRP+Cambria
a                    | 495.98     | 781.93     | MDDDRP+Cambria
cylinder,            | 504.36     | 781.93     | MDDDRP+Cambria
or                   | 548.13     | 781.93     | MDDDRP+Cambria
the                  | 90.99      | 794.03     | XELMPT+Cambria
median               | 108.82     | 794.03     | XELMPT+Cambria
point,               | 146.88     | 794.03     | XELMPT+Cambria
if                   | 176.77     | 794.03     | XELMPT+Cambria
the                  | 185.74     | 794.03     | XELMPT+Cambria
indicated            | 203.57     | 794.03     | XELMPT+Cambria
feature              | 250.42     | 794.03     | XELMPT+Cambria
is                   | 287.45     | 794.03     | XELMPT+Cambria
a                    | 297.80     | 794.03     | XELMPT+Cambria
circle               | 305.59     | 794.03     | XELMPT+Cambria
or                   | 334.15     | 794.03     | XELMPT+Cambria
a                    | 346.87     | 794.03     | XELMPT+Cambria
sphere.              | 354.66     | 794.03     | XELMPT+Cambria
