Word                 | X0         | Top        | Font
---------------------------------------------------------------------------
The                  | 70.87      | 85.66      | MDDDRP+Cambria
tolerance            | 91.10      | 85.66      | MDDDRP+Cambria
zone                 | 137.61     | 85.66      | MDDDRP+Cambria
defined              | 161.93     | 85.66      | MDDDRP+Cambria
by                   | 199.95     | 85.66      | MDDDRP+Cambria
the                  | 213.55     | 85.66      | MDDDRP+Cambria
specification        | 231.03     | 85.66      | MDDDRP+Cambria
in                   | 294.00     | 85.66      | MDDDRP+Cambria
Figure               | 305.39     | 85.66      | XELMPT+Cambria
130                  | 338.72     | 85.66      | XELMPT+Cambria
is                   | 358.72     | 85.66      | MDDDRP+Cambria
limited              | 368.71     | 85.66      | MDDDRP+Cambria
by                   | 404.93     | 85.66      | MDDDRP+Cambria
two                  | 418.53     | 85.66      | MDDDRP+Cambria
parallel             | 439.07     | 85.66      | MDDDRP+Cambria
planes               | 477.60     | 85.66      | MDDDRP+Cambria
a                    | 510.58     | 85.66      | MDDDRP+Cambria
distance             | 518.02     | 85.66      | MDDDRP+Cambria
t                    | 70.87      | 97.76      | HBOUZZ+Cambria-Italic
apart.               | 77.08      | 97.76      | MDDDRP+Cambria
The                  | 107.88     | 97.76      | MDDDRP+Cambria
planes               | 128.47     | 97.76      | MDDDRP+Cambria
are                  | 161.80     | 97.76      | MDDDRP+Cambria
perpendicular        | 179.84     | 97.76      | MDDDRP+Cambria
to                   | 249.96     | 97.76      | MDDDRP+Cambria
datum                | 262.10     | 97.76      | MDDDRP+Cambria
A                    | 295.59     | 97.76      | MDDDRP+Cambria
and                  | 304.86     | 97.76      | MDDDRP+Cambria
parallel             | 325.03     | 97.76      | MDDDRP+Cambria
to                   | 363.91     | 97.76      | MDDDRP+Cambria
secondary            | 376.06     | 97.76      | MDDDRP+Cambria
datum                | 427.78     | 97.76      | MDDDRP+Cambria
B,                   | 461.27     | 97.76      | MDDDRP+Cambria
see                  | 472.76     | 97.76      | MDDDRP+Cambria
Figure               | 490.78     | 97.76      | XELMPT+Cambria
131.                 | 524.64     | 97.76      | XELMPT+Cambria
a                    | 70.87      | 273.51     | XELMPT+Cambria
Datum                | 90.76      | 278.43     | XELMPT+Cambria
A.                   | 121.68     | 278.43     | XELMPT+Cambria
b                    | 70.87      | 288.37     | XELMPT+Cambria
Datum                | 90.76      | 293.30     | XELMPT+Cambria
B.                   | 121.68     | 293.30     | XELMPT+Cambria
Figure               | 153.95     | 324.80     | XELMPT+Cambria-Bold
131                  | 189.89     | 324.80     | XELMPT+Cambria-Bold
—                    | 211.45     | 324.80     | XELMPT+Cambria-Bold
Definition           | 224.87     | 324.80     | XELMPT+Cambria-Bold
of                   | 279.22     | 324.80     | XELMPT+Cambria-Bold
the                  | 291.43     | 324.80     | XELMPT+Cambria-Bold
perpendicularity     | 310.56     | 324.80     | XELMPT+Cambria-Bold
tolerance            | 400.59     | 324.80     | XELMPT+Cambria-Bold
zone                 | 451.39     | 324.80     | XELMPT+Cambria-Bold
In                   | 70.87      | 355.10     | XELMPT+Cambria
Figure               | 82.83      | 355.10     | XELMPT+Cambria
132                  | 116.40     | 355.10     | XELMPT+Cambria
,                    | 134.20     | 355.10     | MDDDRP+Cambria
the                  | 138.65     | 355.10     | MDDDRP+Cambria
extracted            | 156.24     | 355.10     | MDDDRP+Cambria
median               | 204.35     | 355.10     | MDDDRP+Cambria
line                 | 242.17     | 355.10     | MDDDRP+Cambria
of                   | 262.08     | 355.10     | MDDDRP+Cambria
the                  | 273.35     | 355.10     | MDDDRP+Cambria
cylinder             | 290.95     | 355.10     | MDDDRP+Cambria
shall                | 332.28     | 355.10     | MDDDRP+Cambria
be                   | 357.08     | 355.10     | MDDDRP+Cambria
contained            | 370.71     | 355.10     | MDDDRP+Cambria
between              | 420.15     | 355.10     | MDDDRP+Cambria
two                  | 463.43     | 355.10     | MDDDRP+Cambria
pairs                | 484.08     | 355.10     | MDDDRP+Cambria
of                   | 510.69     | 355.10     | MDDDRP+Cambria
parallel             | 521.96     | 355.10     | MDDDRP+Cambria
planes,              | 70.87      | 367.20     | MDDDRP+Cambria
perpendicular        | 106.88     | 367.20     | MDDDRP+Cambria
to                   | 177.31     | 367.20     | MDDDRP+Cambria
datum                | 189.77     | 367.20     | MDDDRP+Cambria
plane                | 223.57     | 367.20     | MDDDRP+Cambria
A,                   | 252.41     | 367.20     | MDDDRP+Cambria
and                  | 264.59     | 367.20     | MDDDRP+Cambria
positioned           | 285.07     | 367.20     | MDDDRP+Cambria
0,1                  | 338.11     | 367.20     | MDDDRP+Cambria
and                  | 355.02     | 367.20     | MDDDRP+Cambria
0,2                  | 375.50     | 367.20     | MDDDRP+Cambria
apart                | 392.85     | 367.20     | MDDDRP+Cambria
respectively.        | 421.33     | 367.20     | MDDDRP+Cambria
The                  | 484.17     | 367.20     | MDDDRP+Cambria
orientation          | 505.07     | 367.20     | MDDDRP+Cambria
of                   | 70.87      | 379.30     | MDDDRP+Cambria
the                  | 82.61      | 379.30     | MDDDRP+Cambria
planes               | 100.67     | 379.30     | MDDDRP+Cambria
limiting             | 134.24     | 379.30     | MDDDRP+Cambria
the                  | 174.46     | 379.30     | MDDDRP+Cambria
tolerance            | 192.52     | 379.30     | MDDDRP+Cambria
zones                | 239.62     | 379.30     | MDDDRP+Cambria
is                   | 269.33     | 379.30     | MDDDRP+Cambria
specified            | 279.92     | 379.30     | MDDDRP+Cambria
with                 | 325.66     | 379.30     | MDDDRP+Cambria
respect              | 350.39     | 379.30     | MDDDRP+Cambria
to                   | 388.59     | 379.30     | MDDDRP+Cambria
datum                | 400.97     | 379.30     | MDDDRP+Cambria
plane                | 434.69     | 379.30     | MDDDRP+Cambria
B                    | 463.44     | 379.30     | MDDDRP+Cambria
by                   | 472.82     | 379.30     | MDDDRP+Cambria
the                  | 487.01     | 379.30     | MDDDRP+Cambria
orientation          | 505.07     | 379.30     | MDDDRP+Cambria
plane                | 70.87      | 391.40     | MDDDRP+Cambria
indicators.          | 99.38      | 391.40     | MDDDRP+Cambria
Datum                | 152.33     | 391.40     | MDDDRP+Cambria
B                    | 186.87     | 391.40     | MDDDRP+Cambria
is                   | 196.01     | 391.40     | MDDDRP+Cambria
secondary            | 206.37     | 391.40     | MDDDRP+Cambria
to                   | 258.09     | 391.40     | MDDDRP+Cambria
datum                | 270.23     | 391.40     | MDDDRP+Cambria
A,                   | 303.72     | 391.40     | MDDDRP+Cambria
see                  | 315.58     | 391.40     | MDDDRP+Cambria
14.4.                | 333.60     | 391.40     | XELMPT+Cambria
For                  | 358.05     | 391.40     | XELMPT+Cambria
former               | 376.41     | 391.40     | XELMPT+Cambria
practice,            | 411.70     | 391.40     | XELMPT+Cambria
see                  | 455.00     | 391.40     | XELMPT+Cambria
A.3.6.               | 473.03     | 391.40     | XELMPT+Cambria
a)                   | 179.52     | 621.52     | HBOUZZ+Cambria-Bold
2D                   | 191.85     | 621.52     | HBOUZZ+Cambria-Bold
b)                   | 423.08     | 621.52     | HBOUZZ+Cambria-Bold
3D                   | 435.95     | 621.52     | HBOUZZ+Cambria-Bold
Figure               | 208.09     | 651.34     | XELMPT+Cambria-Bold
132                  | 244.04     | 651.34     | XELMPT+Cambria-Bold
—                    | 265.68     | 651.34     | XELMPT+Cambria-Bold
Perpendicularity     | 279.10     | 651.34     | XELMPT+Cambria-Bold
indication           | 369.15     | 651.34     | XELMPT+Cambria-Bold
The                  | 70.87      | 681.64     | MDDDRP+Cambria
tolerance            | 91.37      | 681.64     | MDDDRP+Cambria
zone                 | 138.16     | 681.64     | MDDDRP+Cambria
defined              | 162.76     | 681.64     | MDDDRP+Cambria
by                   | 201.06     | 681.64     | MDDDRP+Cambria
the                  | 214.94     | 681.64     | MDDDRP+Cambria
specification        | 232.70     | 681.64     | MDDDRP+Cambria
in                   | 295.94     | 681.64     | MDDDRP+Cambria
Figure               | 307.61     | 681.64     | XELMPT+Cambria
132                  | 341.34     | 681.64     | XELMPT+Cambria
is                   | 361.33     | 681.64     | MDDDRP+Cambria
limited              | 371.60     | 681.64     | MDDDRP+Cambria
by                   | 408.09     | 681.64     | MDDDRP+Cambria
two                  | 421.96     | 681.64     | MDDDRP+Cambria
pairs                | 442.78     | 681.64     | MDDDRP+Cambria
of                   | 469.54     | 681.64     | MDDDRP+Cambria
parallel             | 480.97     | 681.64     | MDDDRP+Cambria
planes               | 519.77     | 681.64     | MDDDRP+Cambria
a                    | 553.02     | 681.64     | MDDDRP+Cambria
distance             | 70.87      | 693.74     | XELMPT+Cambria
0,1                  | 113.61     | 693.74     | XELMPT+Cambria
and                  | 130.12     | 693.74     | XELMPT+Cambria
0,2                  | 150.20     | 693.74     | XELMPT+Cambria
apart                | 167.15     | 693.74     | XELMPT+Cambria
and                  | 195.22     | 693.74     | XELMPT+Cambria
