Word                 | X0         | Top        | Font
---------------------------------------------------------------------------
a                    | 36.85      | 276.54     | XELMPT+Cambria
Secondary            | 56.74      | 281.96     | MDDDRP+Cambria
datum                | 109.26     | 281.96     | MDDDRP+Cambria
A,                   | 142.74     | 281.96     | MDDDRP+Cambria
perpendicular        | 154.60     | 281.96     | MDDDRP+Cambria
to                   | 224.72     | 281.96     | MDDDRP+Cambria
datum                | 236.87     | 281.96     | MDDDRP+Cambria
C.                   | 270.35     | 281.96     | MDDDRP+Cambria
b                    | 36.85      | 298.85     | XELMPT+Cambria
Tertiary             | 56.74      | 304.27     | MDDDRP+Cambria
datum                | 98.41      | 304.27     | MDDDRP+Cambria
B,                   | 131.89     | 304.27     | MDDDRP+Cambria
perpendicular        | 143.38     | 304.27     | MDDDRP+Cambria
to                   | 213.50     | 304.27     | MDDDRP+Cambria
datum                | 225.65     | 304.27     | MDDDRP+Cambria
C                    | 259.13     | 304.27     | MDDDRP+Cambria
and                  | 267.74     | 304.27     | MDDDRP+Cambria
secondary            | 287.91     | 304.27     | MDDDRP+Cambria
datum                | 339.62     | 304.27     | MDDDRP+Cambria
A.                   | 373.11     | 304.27     | MDDDRP+Cambria
c                    | 36.85      | 321.16     | XELMPT+Cambria
Datum                | 56.74      | 326.58     | XELMPT+Cambria
C.                   | 91.28      | 326.58     | XELMPT+Cambria
Figure               | 140.12     | 356.62     | XELMPT+Cambria-Bold
153                  | 176.06     | 356.62     | XELMPT+Cambria-Bold
—                    | 197.77     | 356.62     | XELMPT+Cambria-Bold
Definition           | 211.19     | 356.62     | XELMPT+Cambria-Bold
of                   | 265.55     | 356.62     | XELMPT+Cambria-Bold
the                  | 277.75     | 356.62     | XELMPT+Cambria-Bold
position             | 296.89     | 356.62     | XELMPT+Cambria-Bold
tolerance            | 341.30     | 356.62     | XELMPT+Cambria-Bold
zones                | 392.09     | 356.62     | XELMPT+Cambria-Bold
In                   | 36.85      | 386.92     | XELMPT+Cambria
Figure               | 49.99      | 386.92     | XELMPT+Cambria
154                  | 84.64      | 386.92     | XELMPT+Cambria
,                    | 102.66     | 386.92     | MDDDRP+Cambria
the                  | 108.29     | 386.92     | MDDDRP+Cambria
extracted            | 127.07     | 386.92     | MDDDRP+Cambria
median               | 176.35     | 386.92     | MDDDRP+Cambria
line                 | 215.35     | 386.92     | MDDDRP+Cambria
shall                | 236.45     | 386.92     | MDDDRP+Cambria
be                   | 262.43     | 386.92     | MDDDRP+Cambria
within               | 277.25     | 386.92     | MDDDRP+Cambria
a                    | 312.18     | 386.92     | MDDDRP+Cambria
cylindrical          | 320.92     | 386.92     | MDDDRP+Cambria
zone                 | 375.33     | 386.92     | MDDDRP+Cambria
of                   | 400.95     | 386.92     | MDDDRP+Cambria
diameter             | 413.40     | 386.92     | MDDDRP+Cambria
0,08,                | 460.01     | 386.92     | MDDDRP+Cambria
the                  | 486.34     | 386.92     | MDDDRP+Cambria
axis                 | 505.12     | 386.92     | MDDDRP+Cambria
of                   | 36.85      | 399.02     | MDDDRP+Cambria
which                | 48.98      | 399.02     | MDDDRP+Cambria
coincides            | 80.79      | 399.02     | MDDDRP+Cambria
with                 | 127.98     | 399.02     | MDDDRP+Cambria
the                  | 153.09     | 399.02     | MDDDRP+Cambria
theoretically        | 171.55     | 399.02     | MDDDRP+Cambria
exact                | 235.51     | 399.02     | MDDDRP+Cambria
position             | 263.75     | 399.02     | MDDDRP+Cambria
of                   | 305.61     | 399.02     | MDDDRP+Cambria
the                  | 317.74     | 399.02     | MDDDRP+Cambria
considered           | 336.19     | 399.02     | MDDDRP+Cambria
hole,                | 391.57     | 399.02     | MDDDRP+Cambria
with                 | 416.89     | 399.02     | MDDDRP+Cambria
respect              | 442.01     | 399.02     | MDDDRP+Cambria
to                   | 480.59     | 399.02     | MDDDRP+Cambria
datum                | 493.36     | 399.02     | MDDDRP+Cambria
planes               | 36.85      | 411.12     | XELMPT+Cambria
C,                   | 70.18      | 411.12     | XELMPT+Cambria
A                    | 81.34      | 411.12     | XELMPT+Cambria
and                  | 90.61      | 411.12     | XELMPT+Cambria
B.                   | 110.79     | 411.12     | XELMPT+Cambria
a)                   | 267.39     | 570.49     | HBOUZZ+Cambria-Bold
2D                   | 279.73     | 570.49     | HBOUZZ+Cambria-Bold
b)                   | 267.17     | 752.13     | HBOUZZ+Cambria-Bold
3D                   | 280.05     | 752.13     | HBOUZZ+Cambria-Bold
Figure               | 196.75     | 778.40     | XELMPT+Cambria-Bold
154                  | 232.69     | 778.40     | XELMPT+Cambria-Bold
—                    | 254.61     | 778.40     | XELMPT+Cambria-Bold
Position             | 268.03     | 778.40     | XELMPT+Cambria-Bold
indication           | 312.47     | 778.40     | XELMPT+Cambria-Bold
