Word                 | X0         | Top        | Font
---------------------------------------------------------------------------
—                    | 36.85      | 113.13     | XELMPT+Cambria
is                   | 71.73      | 113.13     | XELMPT+Cambria
used                 | 82.41      | 113.13     | XELMPT+Cambria
to                   | 107.74     | 113.13     | XELMPT+Cambria
indicate             | 120.22     | 113.13     | XELMPT+Cambria
that                 | 161.19     | 113.13     | XELMPT+Cambria
the                  | 183.25     | 113.13     | XELMPT+Cambria
tolerance            | 201.41     | 113.13     | XELMPT+Cambria
zone                 | 248.61     | 113.13     | XELMPT+Cambria
applies              | 273.61     | 113.13     | XELMPT+Cambria
to                   | 310.02     | 113.13     | XELMPT+Cambria
an                   | 322.50     | 113.13     | XELMPT+Cambria
extended             | 336.95     | 113.13     | XELMPT+Cambria
feature              | 383.72     | 113.13     | XELMPT+Cambria
(projected           | 421.08     | 113.13     | XELMPT+Cambria
toleranced           | 473.79     | 113.13     | XELMPT+Cambria
feature),            | 56.98      | 125.23     | XELMPT+Cambria
see                  | 99.82      | 125.23     | XELMPT+Cambria
Clause               | 117.84     | 125.23     | XELMPT+Cambria
12.                  | 151.44     | 125.23     | XELMPT+Cambria
Figure               | 36.85      | 146.55     | XELMPT+Cambria
37                   | 71.25      | 146.55     | XELMPT+Cambria
shows                | 86.03      | 146.55     | MDDDRP+Cambria
an                   | 118.78     | 146.55     | MDDDRP+Cambria
example              | 133.52     | 146.55     | MDDDRP+Cambria
of                   | 176.47     | 146.55     | MDDDRP+Cambria
a                    | 188.60     | 146.55     | MDDDRP+Cambria
straightness         | 197.01     | 146.55     | MDDDRP+Cambria
specification        | 259.20     | 146.55     | MDDDRP+Cambria
that                 | 323.14     | 146.55     | MDDDRP+Cambria
applies              | 345.50     | 146.55     | MDDDRP+Cambria
to                   | 382.20     | 146.55     | MDDDRP+Cambria
the                  | 394.96     | 146.55     | MDDDRP+Cambria
derived              | 413.41     | 146.55     | MDDDRP+Cambria
feature,             | 452.74     | 146.55     | MDDDRP+Cambria
i.e.                 | 492.68     | 146.55     | MDDDRP+Cambria
the                  | 509.01     | 146.55     | MDDDRP+Cambria
median               | 36.85      | 158.65     | MDDDRP+Cambria
line                 | 74.90      | 158.65     | MDDDRP+Cambria
of                   | 95.05      | 158.65     | MDDDRP+Cambria
the                  | 106.56     | 158.65     | MDDDRP+Cambria
cylinder.            | 124.40     | 158.65     | MDDDRP+Cambria
Figure               | 135.28     | 278.43     | XELMPT+Cambria-Bold
37                   | 171.22     | 278.43     | XELMPT+Cambria-Bold
—                    | 186.42     | 278.43     | XELMPT+Cambria-Bold
Specification        | 199.85     | 278.43     | XELMPT+Cambria-Bold
applying             | 268.63     | 278.43     | XELMPT+Cambria-Bold
to                   | 315.52     | 278.43     | XELMPT+Cambria-Bold
the                  | 328.34     | 278.43     | XELMPT+Cambria-Bold
median               | 347.48     | 278.43     | XELMPT+Cambria-Bold
feature              | 388.51     | 278.43     | XELMPT+Cambria-Bold
8.2.2.3              | 36.85      | 314.63     | XELMPT+Cambria-Bold
Characteristic       | 83.62      | 314.63     | XELMPT+Cambria-Bold
specification        | 156.64     | 314.63     | XELMPT+Cambria-Bold
elements             | 223.59     | 314.63     | XELMPT+Cambria-Bold
8.2.2.3.1            | 36.85      | 342.32     | XELMPT+Cambria-Bold
Reference            | 92.13      | 342.32     | XELMPT+Cambria-Bold
feature              | 145.21     | 342.32     | XELMPT+Cambria-Bold
association          | 184.28     | 342.32     | XELMPT+Cambria-Bold
specification        | 243.82     | 342.32     | XELMPT+Cambria-Bold
element              | 310.79     | 342.32     | XELMPT+Cambria-Bold
By                   | 36.85      | 388.15     | MDDDRP+Cambria
default,             | 50.88      | 388.15     | MDDDRP+Cambria
the                  | 88.18      | 388.15     | MDDDRP+Cambria
reference            | 105.16     | 388.15     | MDDDRP+Cambria
feature              | 151.77     | 388.15     | MDDDRP+Cambria
association          | 187.95     | 388.15     | MDDDRP+Cambria
is                   | 243.05     | 388.15     | MDDDRP+Cambria
the                  | 252.55     | 388.15     | MDDDRP+Cambria
minimax              | 269.53     | 388.15     | MDDDRP+Cambria
(Chebyshev)          | 313.40     | 388.15     | MDDDRP+Cambria
association          | 373.40     | 388.15     | MDDDRP+Cambria
without              | 428.49     | 388.15     | MDDDRP+Cambria
constraints.         | 467.59     | 388.15     | MDDDRP+Cambria
The                  | 36.85      | 400.25     | MDDDRP+Cambria
reference            | 58.22      | 400.25     | MDDDRP+Cambria
feature              | 106.47     | 400.25     | MDDDRP+Cambria
association          | 144.30     | 400.25     | MDDDRP+Cambria
specification        | 201.04     | 400.25     | MDDDRP+Cambria
element              | 265.15     | 400.25     | MDDDRP+Cambria
is                   | 306.07     | 400.25     | MDDDRP+Cambria
an                   | 317.21     | 400.25     | MDDDRP+Cambria
optional             | 332.13     | 400.25     | MDDDRP+Cambria
specification        | 374.87     | 400.25     | MDDDRP+Cambria
element.             | 438.98     | 400.25     | MDDDRP+Cambria
It                   | 482.54     | 400.25     | MDDDRP+Cambria
can                  | 492.96     | 400.25     | MDDDRP+Cambria
be                   | 512.97     | 400.25     | MDDDRP+Cambria
used                 | 36.85      | 412.35     | MDDDRP+Cambria
for                  | 62.63      | 412.35     | MDDDRP+Cambria
form                 | 79.49      | 412.35     | MDDDRP+Cambria
specifications,      | 105.80     | 412.35     | MDDDRP+Cambria
i.e.                 | 177.15     | 412.35     | MDDDRP+Cambria
specifications       | 193.63     | 412.35     | MDDDRP+Cambria
that                 | 262.63     | 412.35     | MDDDRP+Cambria
do                   | 285.14     | 412.35     | MDDDRP+Cambria
not                  | 300.19     | 412.35     | MDDDRP+Cambria
reference            | 319.00     | 412.35     | MDDDRP+Cambria
datums,              | 367.24     | 412.35     | MDDDRP+Cambria
and                  | 408.76     | 412.35     | MDDDRP+Cambria
other                | 429.70     | 412.35     | MDDDRP+Cambria
specifications       | 458.63     | 412.35     | MDDDRP+Cambria
that                 | 36.85      | 424.45     | XELMPT+Cambria
have                 | 58.59      | 424.45     | XELMPT+Cambria
at                   | 83.34      | 424.45     | XELMPT+Cambria
least                | 94.84      | 424.45     | XELMPT+Cambria
one                  | 119.88     | 424.45     | XELMPT+Cambria
unconstrained        | 139.47     | 424.45     | XELMPT+Cambria
non-redundant        | 211.24     | 424.45     | XELMPT+Cambria
degree               | 285.03     | 424.45     | XELMPT+Cambria
of                   | 320.20     | 424.45     | XELMPT+Cambria
freedom.             | 331.72     | 424.45     | XELMPT+Cambria
The                  | 36.85      | 445.76     | MDDDRP+Cambria
following            | 57.43      | 445.76     | MDDDRP+Cambria
specification        | 104.45     | 445.76     | MDDDRP+Cambria
elements             | 167.77     | 445.76     | MDDDRP+Cambria
are                  | 213.02     | 445.76     | MDDDRP+Cambria
available.           | 231.07     | 445.76     | MDDDRP+Cambria
—                    | 36.85      | 467.07     | XELMPT+Cambria
shall                | 62.60      | 467.07     | MDDDRP+Cambria
be                   | 87.62      | 467.07     | MDDDRP+Cambria
used                 | 101.47     | 467.07     | MDDDRP+Cambria
to                   | 126.45     | 467.07     | MDDDRP+Cambria
indicate             | 138.57     | 467.07     | MDDDRP+Cambria
the                  | 179.19     | 467.07     | MDDDRP+Cambria
minimax              | 197.00     | 467.07     | MDDDRP+Cambria
(Chebyshev)          | 241.71     | 467.07     | MDDDRP+Cambria
association.         | 302.53     | 467.07     | MDDDRP+Cambria
It                   | 360.91     | 467.07     | MDDDRP+Cambria
minimizes            | 370.52     | 467.07     | MDDDRP+Cambria
the                  | 422.70     | 467.07     | MDDDRP+Cambria
distance             | 440.51     | 467.07     | MDDDRP+Cambria
from                 | 483.32     | 467.07     | MDDDRP+Cambria
the                  | 509.00     | 467.07     | MDDDRP+Cambria
furthest             | 56.98      | 479.17     | XELMPT+Cambria
point                | 98.45      | 479.17     | XELMPT+Cambria
on                   | 125.79     | 479.17     | XELMPT+Cambria
the                  | 140.10     | 479.17     | XELMPT+Cambria
toleranced           | 157.93     | 479.17     | XELMPT+Cambria
feature              | 211.01     | 479.17     | XELMPT+Cambria
to                   | 248.04     | 479.17     | XELMPT+Cambria
the                  | 260.19     | 479.17     | XELMPT+Cambria
reference            | 278.02     | 479.17     | XELMPT+Cambria
feature,             | 325.48     | 479.17     | XELMPT+Cambria
see                  | 364.80     | 479.17     | XELMPT+Cambria
Figure               | 382.82     | 479.17     | XELMPT+Cambria
38                   | 416.40     | 479.17     | XELMPT+Cambria
a).                  | 430.95     | 479.17     | XELMPT+Cambria
—                    | 36.85      | 500.48     | XELMPT+Cambria
shall                | 68.21      | 500.48     | MDDDRP+Cambria
be                   | 94.32      | 500.48     | MDDDRP+Cambria
used                 | 109.27     | 500.48     | MDDDRP+Cambria
to                   | 135.35     | 500.48     | MDDDRP+Cambria
indicate             | 148.57     | 500.48     | MDDDRP+Cambria
the                  | 190.29     | 500.48     | MDDDRP+Cambria
minimax              | 209.19     | 500.48     | MDDDRP+Cambria
(Chebyshev)          | 255.00     | 500.48     | MDDDRP+Cambria
association          | 316.92     | 500.48     | MDDDRP+Cambria
with                 | 373.94     | 500.48     | MDDDRP+Cambria
the                  | 399.52     | 500.48     | MDDDRP+Cambria
constraint           | 418.42     | 500.48     | MDDDRP+Cambria
external             | 471.18     | 500.48     | MDDDRP+Cambria
to                   | 514.70     | 500.48     | MDDDRP+Cambria
the                  | 56.98      | 512.58     | XELMPT+Cambria
material.            | 76.13      | 512.58     | XELMPT+Cambria
It                   | 122.68     | 512.58     | XELMPT+Cambria
minimizes            | 133.62     | 512.58     | XELMPT+Cambria
the                  | 187.14     | 512.58     | XELMPT+Cambria
distance             | 206.29     | 512.58     | XELMPT+Cambria
from                 | 250.44     | 512.58     | XELMPT+Cambria
the                  | 277.46     | 512.58     | XELMPT+Cambria
furthest             | 296.60     | 512.58     | XELMPT+Cambria
point                | 339.40     | 512.58     | XELMPT+Cambria
on                   | 368.05     | 512.58     | XELMPT+Cambria
the                  | 383.67     | 512.58     | XELMPT+Cambria
toleranced           | 402.82     | 512.58     | XELMPT+Cambria
feature              | 457.21     | 512.58     | XELMPT+Cambria
to                   | 495.56     | 512.58     | XELMPT+Cambria
the                  | 509.03     | 512.58     | XELMPT+Cambria
reference            | 56.98      | 524.68     | XELMPT+Cambria
feature              | 104.14     | 524.68     | XELMPT+Cambria
while                | 140.87     | 524.68     | XELMPT+Cambria
maintaining          | 169.33     | 524.68     | XELMPT+Cambria
