Word                 | X0         | Top        | Font
---------------------------------------------------------------------------
—                    | 36.85      | 89.10      | XELMPT+Cambria
is                   | 71.73      | 89.10      | XELMPT+Cambria
used                 | 82.41      | 89.10      | XELMPT+Cambria
to                   | 107.74     | 89.10      | XELMPT+Cambria
indicate             | 120.22     | 89.10      | XELMPT+Cambria
that                 | 161.19     | 89.10      | XELMPT+Cambria
the                  | 183.25     | 89.10      | XELMPT+Cambria
tolerance            | 201.41     | 89.10      | XELMPT+Cambria
zone                 | 248.61     | 89.10      | XELMPT+Cambria
applies              | 273.61     | 89.10      | XELMPT+Cambria
to                   | 310.02     | 89.10      | XELMPT+Cambria
an                   | 322.50     | 89.10      | XELMPT+Cambria
extended             | 336.95     | 89.10      | XELMPT+Cambria
feature              | 383.72     | 89.10      | XELMPT+Cambria
(projected           | 421.08     | 89.10      | XELMPT+Cambria
toleranced           | 473.79     | 89.10      | XELMPT+Cambria
feature),            | 56.98      | 101.20     | XELMPT+Cambria
see                  | 99.82      | 101.20     | XELMPT+Cambria
Clause               | 117.84     | 101.20     | XELMPT+Cambria
12.                  | 151.44     | 101.20     | XELMPT+Cambria
Figure               | 36.85      | 122.52     | XELMPT+Cambria
37                   | 71.25      | 122.52     | XELMPT+Cambria
shows                | 86.03      | 122.52     | MDDDRP+Cambria
an                   | 118.78     | 122.52     | MDDDRP+Cambria
example              | 133.52     | 122.52     | MDDDRP+Cambria
of                   | 176.47     | 122.52     | MDDDRP+Cambria
a                    | 188.60     | 122.52     | MDDDRP+Cambria
straightness         | 197.01     | 122.52     | MDDDRP+Cambria
specification        | 259.20     | 122.52     | MDDDRP+Cambria
that                 | 323.14     | 122.52     | MDDDRP+Cambria
applies              | 345.50     | 122.52     | MDDDRP+Cambria
to                   | 382.20     | 122.52     | MDDDRP+Cambria
the                  | 394.96     | 122.52     | MDDDRP+Cambria
derived              | 413.41     | 122.52     | MDDDRP+Cambria
feature,             | 452.74     | 122.52     | MDDDRP+Cambria
i.e.                 | 492.68     | 122.52     | MDDDRP+Cambria
the                  | 509.01     | 122.52     | MDDDRP+Cambria
median               | 36.85      | 134.62     | MDDDRP+Cambria
line                 | 74.90      | 134.62     | MDDDRP+Cambria
of                   | 95.05      | 134.62     | MDDDRP+Cambria
the                  | 106.56     | 134.62     | MDDDRP+Cambria
cylinder.            | 124.40     | 134.62     | MDDDRP+Cambria
Figure               | 135.28     | 278.43     | XELMPT+Cambria-Bold
37                   | 171.22     | 278.43     | XELMPT+Cambria-Bold
—                    | 186.42     | 278.43     | XELMPT+Cambria-Bold
Specification        | 199.85     | 278.43     | XELMPT+Cambria-Bold
applying             | 268.63     | 278.43     | XELMPT+Cambria-Bold
to                   | 315.52     | 278.43     | XELMPT+Cambria-Bold
the                  | 328.34     | 278.43     | XELMPT+Cambria-Bold
median               | 347.48     | 278.43     | XELMPT+Cambria-Bold
feature              | 388.51     | 278.43     | XELMPT+Cambria-Bold
8.2.2.3              | 36.85      | 314.63     | XELMPT+Cambria-Bold
Characteristic       | 83.62      | 314.63     | XELMPT+Cambria-Bold
specification        | 156.64     | 314.63     | XELMPT+Cambria-Bold
elements             | 223.59     | 314.63     | XELMPT+Cambria-Bold
8.2.2.3.1            | 36.85      | 342.32     | XELMPT+Cambria-Bold
Reference            | 92.13      | 342.32     | XELMPT+Cambria-Bold
feature              | 145.21     | 342.32     | XELMPT+Cambria-Bold
association          | 184.28     | 342.32     | XELMPT+Cambria-Bold
specification        | 243.82     | 342.32     | XELMPT+Cambria-Bold
element              | 310.79     | 342.32     | XELMPT+Cambria-Bold
By                   | 36.85      | 364.12     | MDDDRP+Cambria
default,             | 50.88      | 364.12     | MDDDRP+Cambria
the                  | 88.18      | 364.12     | MDDDRP+Cambria
reference            | 105.16     | 364.12     | MDDDRP+Cambria
feature              | 151.77     | 364.12     | MDDDRP+Cambria
association          | 187.95     | 364.12     | MDDDRP+Cambria
is                   | 243.05     | 364.12     | MDDDRP+Cambria
the                  | 252.55     | 364.12     | MDDDRP+Cambria
minimax              | 269.53     | 364.12     | MDDDRP+Cambria
(Chebyshev)          | 313.40     | 364.12     | MDDDRP+Cambria
association          | 373.40     | 364.12     | MDDDRP+Cambria
without              | 428.49     | 364.12     | MDDDRP+Cambria
constraints.         | 467.59     | 364.12     | MDDDRP+Cambria
The                  | 36.85      | 376.22     | MDDDRP+Cambria
reference            | 58.22      | 376.22     | MDDDRP+Cambria
feature              | 106.47     | 376.22     | MDDDRP+Cambria
association          | 144.30     | 376.22     | MDDDRP+Cambria
specification        | 201.04     | 376.22     | MDDDRP+Cambria
element              | 265.15     | 376.22     | MDDDRP+Cambria
is                   | 306.07     | 376.22     | MDDDRP+Cambria
an                   | 317.21     | 376.22     | MDDDRP+Cambria
optional             | 332.13     | 376.22     | MDDDRP+Cambria
specification        | 374.87     | 376.22     | MDDDRP+Cambria
element.             | 438.98     | 376.22     | MDDDRP+Cambria
It                   | 482.54     | 376.22     | MDDDRP+Cambria
can                  | 492.96     | 376.22     | MDDDRP+Cambria
be                   | 512.97     | 376.22     | MDDDRP+Cambria
used                 | 36.85      | 388.32     | MDDDRP+Cambria
for                  | 62.63      | 388.32     | MDDDRP+Cambria
form                 | 79.49      | 388.32     | MDDDRP+Cambria
specifications,      | 105.80     | 388.32     | MDDDRP+Cambria
i.e.                 | 177.15     | 388.32     | MDDDRP+Cambria
specifications       | 193.63     | 388.32     | MDDDRP+Cambria
that                 | 262.63     | 388.32     | MDDDRP+Cambria
do                   | 285.14     | 388.32     | MDDDRP+Cambria
not                  | 300.19     | 388.32     | MDDDRP+Cambria
reference            | 319.00     | 388.32     | MDDDRP+Cambria
datums,              | 367.24     | 388.32     | MDDDRP+Cambria
and                  | 408.76     | 388.32     | MDDDRP+Cambria
other                | 429.70     | 388.32     | MDDDRP+Cambria
specifications       | 458.63     | 388.32     | MDDDRP+Cambria
that                 | 36.85      | 400.42     | XELMPT+Cambria
have                 | 58.59      | 400.42     | XELMPT+Cambria
at                   | 83.34      | 400.42     | XELMPT+Cambria
least                | 94.84      | 400.42     | XELMPT+Cambria
one                  | 119.88     | 400.42     | XELMPT+Cambria
unconstrained        | 139.47     | 400.42     | XELMPT+Cambria
non-redundant        | 211.24     | 400.42     | XELMPT+Cambria
degree               | 285.03     | 400.42     | XELMPT+Cambria
of                   | 320.20     | 400.42     | XELMPT+Cambria
freedom.             | 331.72     | 400.42     | XELMPT+Cambria
The                  | 36.85      | 421.73     | MDDDRP+Cambria
following            | 57.43      | 421.73     | MDDDRP+Cambria
specification        | 104.45     | 421.73     | MDDDRP+Cambria
elements             | 167.77     | 421.73     | MDDDRP+Cambria
are                  | 213.02     | 421.73     | MDDDRP+Cambria
available.           | 231.07     | 421.73     | MDDDRP+Cambria
—                    | 36.85      | 443.04     | XELMPT+Cambria
