Word                 | X0         | Top        | Font
---------------------------------------------------------------------------
a)                   | 179.52     | 289.82     | HBOUZZ+Cambria-Bold
2D                   | 191.85     | 289.82     | HBOUZZ+Cambria-Bold
b)                   | 423.08     | 289.82     | HBOUZZ+Cambria-Bold
3D                   | 435.95     | 289.82     | HBOUZZ+Cambria-Bold
Figure               | 224.09     | 319.63     | XELMPT+Cambria-Bold
144                  | 260.03     | 319.63     | XELMPT+Cambria-Bold
—                    | 281.72     | 319.63     | XELMPT+Cambria-Bold
Angularity           | 295.14     | 319.63     | XELMPT+Cambria-Bold
indication           | 353.16     | 319.63     | XELMPT+Cambria-Bold
The                  | 70.87      | 349.93     | MDDDRP+Cambria
tolerance            | 92.78      | 349.93     | MDDDRP+Cambria
zone                 | 140.98     | 349.93     | MDDDRP+Cambria
defined              | 166.98     | 349.93     | MDDDRP+Cambria
by                   | 206.69     | 349.93     | MDDDRP+Cambria
the                  | 221.98     | 349.93     | MDDDRP+Cambria
specification        | 241.15     | 349.93     | MDDDRP+Cambria
in                   | 305.80     | 349.93     | MDDDRP+Cambria
Figure               | 318.88     | 349.93     | XELMPT+Cambria
144                  | 354.45     | 349.93     | XELMPT+Cambria
is                   | 375.37     | 349.93     | MDDDRP+Cambria
limited              | 387.05     | 349.93     | MDDDRP+Cambria
by                   | 424.95     | 349.93     | MDDDRP+Cambria
a                    | 440.24     | 349.93     | MDDDRP+Cambria
cylinder             | 449.36     | 349.93     | MDDDRP+Cambria
of                   | 492.25     | 349.93     | MDDDRP+Cambria
diameter             | 505.10     | 349.93     | MDDDRP+Cambria
t                    | 552.08     | 349.94     | HBOUZZ+Cambria-Italic
,                    | 556.17     | 349.93     | XELMPT+Cambria
because              | 70.87      | 362.03     | MDDDRP+Cambria
the                  | 111.86     | 362.03     | MDDDRP+Cambria
tolerance            | 130.00     | 362.03     | MDDDRP+Cambria
value                | 177.18     | 362.03     | MDDDRP+Cambria
is                   | 205.49     | 362.03     | MDDDRP+Cambria
preceded             | 216.15     | 362.03     | MDDDRP+Cambria
by                   | 263.06     | 362.03     | MDDDRP+Cambria
the                  | 277.33     | 362.03     | MDDDRP+Cambria
symbol               | 295.47     | 362.03     | MDDDRP+Cambria
⌀.                   | 333.01     | 362.03     | MDDDRP+Cambria
The                  | 343.90     | 362.03     | MDDDRP+Cambria
cylindrical          | 364.79     | 362.03     | MDDDRP+Cambria
tolerance            | 418.57     | 362.03     | MDDDRP+Cambria
zone                 | 465.75     | 362.03     | MDDDRP+Cambria
is                   | 490.73     | 362.03     | MDDDRP+Cambria
parallel             | 501.40     | 362.03     | MDDDRP+Cambria
to                   | 540.59     | 362.03     | MDDDRP+Cambria
a                    | 553.05     | 362.03     | MDDDRP+Cambria
datum                | 70.87      | 374.13     | MDDDRP+Cambria
plane                | 104.35     | 374.13     | MDDDRP+Cambria
B                    | 132.87     | 374.13     | MDDDRP+Cambria
and                  | 142.01     | 374.13     | MDDDRP+Cambria
inclined             | 162.18     | 374.13     | MDDDRP+Cambria
at                   | 202.69     | 374.13     | MDDDRP+Cambria
the                  | 214.19     | 374.13     | MDDDRP+Cambria
specified            | 232.03     | 374.13     | MDDDRP+Cambria
angle                | 277.54     | 374.13     | MDDDRP+Cambria
